Area Type,Area Name,Period,SOC Level,Standard Occupational Classification (SOC),Occupational Title,Base Quarter Employment Estimate,Projected Quarter Employment Estimate,Numeric Change,Percentage Change,Exits,Transfers,Total Job Openings,Median Hourly Wage,Median Annual Wage,Entry Level Education,Work Experience,Job Training
State,California,2023-2025,4,51-6011,Laundry and Dry-Cleaning Workers,14400,15100,700,4.9,2240,1740,4680,17.11,35589,No formal educational credential,None,Short-term on-the-job training
State,California,2023-2025,4,51-6021,"Pressers, Textile, Garment, and Related Materials",6100,6000,-100,-1.6,880,640,1420,17.30,35985,No formal educational credential,None,Short-term on-the-job training
State,California,2023-2025,4,51-6031,Sewing Machine Operators,17900,16200,-1700,-9.5,2220,1610,2130,17.30,35985,No formal educational credential,None,Short-term on-the-job training
State,California,2023-2025,4,51-6052,"Tailors, Dressmakers, and Custom Sewers",3000,2900,-100,-3.3,510,290,700,20.72,43092,No formal educational credential,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-6092,Fabric and Apparel Patternmakers,1200,1100,-100,-8.3,120,120,140,32.57,67738,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-6093,Upholsterers,3100,3100,0,0.0,270,310,580,21.21,44103,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-6099,"Textile, Apparel, and Furnishings Workers, All Other",3000,2900,-100,-3.3,330,330,560,16.71,34744,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2023-2025,3,51-7000,Woodworkers,20700,20900,200,1.0,1770,2370,4340,0.00,0,N/A,N/A,N/A
State,California,2023-2025,4,51-7011,Cabinetmakers and Bench Carpenters,11300,11400,100,0.9,940,1240,2280,22.13,46031,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-7021,Furniture Finishers,1800,1800,0,0.0,210,200,410,22.30,46385,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2023-2025,4,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",1700,1800,100,5.9,150,240,490,21.67,45072,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",4200,4300,100,2.4,280,510,890,19.58,40737,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-7099,"Woodworkers, All Other",1600,1600,0,0.0,180,190,370,19.08,39684,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,3,51-8000,Plant and System Operators,29000,29500,500,1.7,2210,3290,6000,0.00,0,N/A,N/A,N/A
State,California,2023-2025,4,51-8012,Power Distributors and Dispatchers,1000,1000,0,0.0,60,110,170,52.40,108986,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2023-2025,4,51-8013,Power Plant Operators,2500,2600,100,4.0,150,270,520,51.14,106370,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2023-2025,4,51-8021,Stationary Engineers and Boiler Operators,8200,8500,300,3.7,770,960,2030,33.72,70135,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2023-2025,4,51-8031,Water and Wastewater Treatment Plant and System Operators,10900,10800,-100,-0.9,900,1120,1920,39.41,81974,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2023-2025,4,51-8092,Gas Plant Operators,1000,1000,0,0.0,50,130,180,52.11,108381,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2023-2025,4,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",3400,3500,100,2.9,170,450,720,50.57,105203,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-8099,"Plant and System Operators, All Other",1500,1500,0,0.0,80,200,280,33.46,69593,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,3,51-9000,Other Production Occupations,294400,293200,-1200,-0.4,25460,39030,63290,0.00,0,N/A,N/A,N/A
State,California,2023-2025,4,51-9011,Chemical Equipment Operators and Tenders,6300,6000,-300,-4.8,390,750,840,24.51,50991,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",11400,11600,200,1.8,720,1400,2320,24.94,51877,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",2700,2700,0,0.0,200,360,560,19.98,41550,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-9022,"Grinding and Polishing Workers, Hand",2700,2600,-100,-3.7,190,350,440,19.08,39695,No formal educational credential,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",9700,9600,-100,-1.0,700,1260,1860,23.14,48115,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",4300,4300,0,0.0,410,520,930,21.17,44030,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",4500,4400,-100,-2.2,370,510,780,21.87,45499,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",60000,59700,-300,-0.5,5020,8630,13350,23.22,48303,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-9071,Jewelers and Precious Stone and Metal Workers,5300,5400,100,1.9,810,620,1530,23.99,49887,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2023-2025,4,51-9081,Dental Laboratory Technicians,3700,3700,0,0.0,340,520,860,25.15,52294,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-9082,Medical Appliance Technicians,4200,4100,-100,-2.4,380,580,860,21.75,45239,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-9083,Ophthalmic Laboratory Technicians,3400,3400,0,0.0,310,480,790,22.63,47083,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-9111,Packaging and Filling Machine Operators and Tenders,47100,47300,200,0.4,4500,5560,10260,18.76,39017,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-9123,"Painting, Coating, and Decorating Workers",3200,3300,100,3.1,190,380,670,20.18,41977,No formal educational credential,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",16500,16900,400,2.4,1010,1980,3390,23.05,47959,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-9141,Semiconductor Processing Technicians,3600,3600,0,0.0,300,470,770,23.39,48636,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-9151,Photographic Process Workers and Processing Machine Operators,1600,1600,0,0.0,120,290,410,18.27,37996,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2023-2025,4,51-9161,Computer Numerically Controlled Tool Operators,15100,14900,-200,-1.3,940,1780,2520,23.91,49709,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-9162,Computer Numerically Controlled Tool Programmers,2700,2800,100,3.7,170,330,600,38.95,81036,Postsecondary non-degree award,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",2600,2600,0,0.0,220,350,570,18.41,38309,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",4100,4200,100,2.4,450,590,1140,22.96,47750,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2023-2025,4,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",3800,3900,100,2.6,320,540,960,22.94,47709,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,51-9198,Helpers--Production Workers,20800,20700,-100,-0.5,2800,3670,6370,18.31,38079,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2023-2025,4,51-9199,"Production Workers, All Other",51900,50400,-1500,-2.9,4250,6710,9460,18.24,37933,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,2,53-0000,Transportation and Material Moving Occupations,1610000,1633800,23800,1.5,165720,241880,431400,20.05,41717,N/A,N/A,N/A
State,California,2023-2025,3,53-1000,Supervisors of Transportation and Material Moving Workers,69100,70400,1300,1.9,4720,9130,15150,0.00,0,N/A,N/A,N/A
State,California,2023-2025,4,53-1041,Aircraft Cargo Handling Supervisors,1200,1200,0,0.0,80,160,240,26.83,55807,High school diploma or equivalent,Less than 5 years,None
State,California,2023-2025,4,53-1047,"FirstLine Supervisors of Transportation & Material Moving Workers, Exc Aircraft Cargo Handling Supervisor",67900,69200,1300,1.9,4640,8970,14910,29.52,61405,High school diploma or equivalent,Less than 5 years,None
State,California,2023-2025,3,53-2000,Air Transportation Workers,36000,36800,800,2.2,3240,5120,9160,0.00,0,N/A,N/A,N/A
State,California,2023-2025,4,53-2011,"Airline Pilots, Copilots, and Flight Engineers",10300,10400,100,1.0,720,1600,2420,0.00,0,Bachelor's degree,Less than 5 years,Moderate-term on-the-job training
State,California,2023-2025,4,53-2012,Commercial Pilots,5300,5400,100,1.9,370,830,1300,0.00,118367,Postsecondary non-degree award,None,Moderate-term on-the-job training
State,California,2023-2025,4,53-2021,Air Traffic Controllers,2600,2600,0,0.0,130,320,450,66.86,139065,Associate's degree,None,Long-term on-the-job training
State,California,2023-2025,4,53-2022,Airfield Operations Specialists,3800,4000,200,5.3,190,470,860,23.64,49178,High school diploma or equivalent,None,Long-term on-the-job training
State,California,2023-2025,4,53-2031,Flight Attendants,14100,14400,300,2.1,1830,1900,4030,0.00,72571,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
State,California,2023-2025,3,53-3000,Motor Vehicle Operators,478100,489700,11600,2.4,50470,55130,117200,0.00,0,N/A,N/A,N/A
State,California,2023-2025,4,53-3031,Driver/Sales Workers,53800,55900,2100,3.9,4960,6420,13480,19.38,40312,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2023-2025,4,53-3032,Heavy and Tractor-Trailer Truck Drivers,208900,213700,4800,2.3,19130,24760,48690,26.00,54100,Postsecondary non-degree award,None,Short-term on-the-job training
State,California,2023-2025,4,53-3033,Light Truck Drivers,132800,135500,2700,2.0,12150,15720,30570,21.84,45443,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2023-2025,4,53-3051,"Bus Drivers, School",18000,18300,300,1.7,3830,1660,5790,24.92,51842,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2023-2025,4,53-3052,"Bus Drivers, Transit and Intercity",23800,24200,400,1.7,3820,2250,6470,29.22,60770,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,53-3053,Shuttle Drivers and Chauffeurs,26100,26900,800,3.1,4540,2670,8010,18.36,38179,No formal educational credential,None,Short-term on-the-job training
State,California,2023-2025,4,53-3054,Taxi Drivers,7000,7300,300,4.3,730,680,1710,15.76,32789,No formal educational credential,None,Short-term on-the-job training
State,California,2023-2025,3,53-4000,Rail Transportation Workers,6800,7100,300,4.4,410,760,1470,0.00,0,N/A,N/A,N/A
State,California,2023-2025,4,53-4011,Locomotive Engineers,3100,3200,100,3.2,180,310,590,33.08,68814,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
State,California,2023-2025,4,53-4031,Railroad Conductors and Yardmasters,1300,1300,0,0.0,60,150,210,34.63,72030,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,3,53-5000,Water Transportation Workers,8500,8600,100,1.2,660,1110,1870,0.00,0,N/A,N/A,N/A
State,California,2023-2025,4,53-5011,Sailors and Marine Oilers,3100,3100,0,0.0,240,420,660,25.22,52467,No formal educational credential,None,Moderate-term on-the-job training
State,California,2023-2025,4,53-5021,"Captains, Mates, and Pilots of Water Vessels",4100,4200,100,2.4,320,520,940,51.97,108097,Postsecondary non-degree award,Less than 5 years,None
State,California,2023-2025,4,53-5031,Ship Engineers,1200,1200,0,0.0,90,160,250,42.71,88825,Postsecondary non-degree award,Less than 5 years,None
State,California,2023-2025,3,53-6000,Other Transportation Workers,38400,39700,1300,3.4,4310,6560,12170,0.00,0,N/A,N/A,N/A
State,California,2023-2025,4,53-6021,Parking Attendants,18800,19400,600,3.2,2080,3370,6050,17.16,35682,No formal educational credential,None,Short-term on-the-job training
State,California,2023-2025,4,53-6031,Automotive and Watercraft Service Attendants,9700,10000,300,3.1,1030,1820,3150,17.98,37399,No formal educational credential,None,Short-term on-the-job training
State,California,2023-2025,4,53-6032,Aircraft Service Attendants,2700,2700,0,0.0,280,500,780,19.19,39917,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2023-2025,4,53-6051,Transportation Inspectors,3000,3100,100,3.3,200,330,630,32.61,67836,High school diploma or equivalent,None,Moderate-term on-the-job training
State,California,2023-2025,4,53-6061,Passenger Attendants,2600,2700,100,3.8,580,300,980,20.23,42071,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2023-2025,4,53-6099,"Transportation Workers, All Other",1300,1400,100,7.7,110,180,390,21.93,45609,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2023-2025,3,53-7000,Material Moving Workers,973100,981600,8500,0.9,101910,164080,274490,0.00,0,N/A,N/A,N/A
State,California,2023-2025,4,53-7011,Conveyor Operators and Tenders,3300,3300,0,0.0,250,400,650,19.32,40198,No formal educational credential,None,Short-term on-the-job training
State,California,2023-2025,4,53-7021,Crane and Tower Operators,8000,8200,200,2.5,530,950,1680,27.99,58221,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
State,California,2023-2025,4,53-7051,Industrial Truck and Tractor Operators,105500,105400,-100,-0.1,6760,13480,20140,22.76,47326,No formal educational credential,None,Short-term on-the-job training
State,California,2023-2025,4,53-7061,Cleaners of Vehicles and Equipment,56900,59000,2100,3.7,6290,8960,17350,17.26,35911,No formal educational credential,None,Short-term on-the-job training
State,California,2023-2025,4,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",374000,374400,400,0.1,35730,60810,96940,19.00,39522,No formal educational credential,None,Short-term on-the-job training
State,California,2023-2025,4,53-7063,Machine Feeders and Offbearers,7000,7100,100,1.4,1120,1080,2300,21.35,44402,No formal educational credential,None,Short-term on-the-job training
State,California,2023-2025,4,53-7064,"Packers and Packagers, Hand",89400,89300,-100,-0.1,10730,14770,25400,17.33,36036,No formal educational credential,None,Short-term on-the-job training
State,California,2023-2025,4,53-7065,Stockers and Order Fillers,303200,308400,5200,1.7,38050,59880,103130,18.42,38315,High school diploma or equivalent,None,Short-term on-the-job training
State,California,2023-2025,4,53-7081,Refuse and Recyclable Material Collectors,13700,14100,400,2.9,1280,2130,3810,28.85,60000,No formal educational credential,None,Short-term on-the-job training
State,California,2023-2025,4,53-7199,"Material Moving Workers, All Other",10800,11100,300,2.8,1090,1460,2850,17.79,37014,No formal educational credential,None,Short-term on-the-job training
